4.108,2.2691,-0.43634,2.1053,1.6635,0.67803,0.88884,0
0.5393,2.2004,-0.18048,2.5133,0.69897,0.72258,0.53003,0
0.11547,-0.33786,-0.29961,1.2588,-0.37787,1.3624,0.58705,0
0.61042,-0.24341,2.1106,-0.85955,-0.37787,-0.94572,0.63758,0
0.54215,-0.21449,-0.12615,0.46017,3.4953,0.57472,0.67979,0
0.69244,-0.36845,-0.32114,1.4417,2.1069,1.3792,1,0
-0.27937,-0.37998,-0.37038,1.3589,-0.37787,1.0937,0.84867,0
-0.028459,-0.41269,0.084592,0.80417,2.1916,1.1933,1,0
0.36887,-0.24391,-0.33821,1.1404,2.0248,1.2537,0.87575,0
-0.2,-0.45217,-0.10068,0.5971,-0.37787,1.1675,0.96323,0
-0.18799,-0.36519,1.7063,0.18489,2.2429,0.47753,0.65693,0
1.6306,0.94151,-0.12302,2.7388,12.788,0.57917,0.93192,0
0.0861,2.188,-0.29975,1.3287,2.0311,0.93982,0.52546,0
0.032525,-0.29598,0.16586,0.52895,0.89065,0.68444,0.62207,0
0.37684,-0.30209,-0.064291,0.85961,2.6117,0.58822,0.6521,0
0.71553,1.5136,-0.36758,0.87441,1.5584,0.78547,0.67665,0
0.20824,-0.19985,-0.22614,1.2837,4.3809,0.98227,0.7651,0
0.25596,1.5127,-0.36572,1.2453,-0.37787,1.2277,0.66289,0
0.5109,-0.25176,1.123,0.45227,1.7622,0.45808,0.74789,0
-0.081103,-0.38018,1.5164,0.32564,-0.37787,0.65736,0.68326,0
0.19655,-0.23123,-0.21784,0.92635,1.2518,1.0396,0.56954,0
0.032686,-0.35191,0.039543,0.77014,1.3277,0.81444,0.7368,0
-0.16957,-0.25392,2.7743,0.17053,0.20187,0.18697,0.51061,0
0.31717,-0.18088,-0.3417,0.87968,1.2373,0.39727,0.636,0
0.39295,1.7234,-0.38697,1.4133,2.4418,1.05,0.61505,0
0.35962,1.879,-0.3813,1.0957,2.0855,1.0494,0.58362,0
1.0139,-0.10556,-0.42715,1.4577,6.9276,1.044,0.90191,0
0.021879,-0.32441,0.038711,0.82025,2.5433,0.51042,0.63717,0
0.51319,0.68927,-0.46911,1.4475,4.4164,1.4094,0.85643,0
0.010361,-0.35481,-0.0019508,0.52901,1.0888,0.78185,0.71046,0
2.7083,0.28776,-0.069299,5.3766,-0.37787,-0.1103,0.60791,0
0.042742,-0.34697,0.37452,0.65687,0.67977,0.97138,0.72987,0
0.049889,-0.34494,0.41262,1.0844,3.8988,1.272,0.85826,0
-0.17788,-0.44365,0.93413,1.1671,2.4498,0.86835,0.79064,0
0.75726,-0.16939,-0.31286,1.5866,5.4312,1.0281,0.83908,0
0.12469,-0.32718,-0.05455,0.68332,1.7477,0.81248,0.69941,0
0.80056,-0.18606,-0.47482,1.9762,6.0336,1.3776,0.9261,0
0.43619,-0.14102,-0.33907,0.47344,1.4916,0.85429,0.86742,0
0.21782,-0.28287,-0.052156,1.0624,2.8939,0.98407,0.80167,0
0.26085,1.3283,-0.30691,3.5672,3.3348,0.91194,0.68427,0
0.05117,-0.42752,-0.32497,1.0114,-0.37787,1.4143,0.81698,0
0.19418,-0.23149,0.80057,0.38968,1.3741,0.74118,0.81292,0
2.8795,0.83289,-0.35454,-0.85955,-0.37787,-0.94572,0.84225,0
0.70812,-0.22833,-0.053715,1.4917,0.50812,1.305,0.96604,0
